name: e6f13bb4-cd76-473b-a62a-b49811e25258
token, class_id, token_value, token_tf, token_df
touch, @default_class, 0.00020659022266, 6.0, 3.0
шампунь, @default_class, 0.000723065808415, 21.0, 9.0
прочий, @default_class, 6.88634099788e-05, 2.0, 1.0
морской, @default_class, 0.00103295117151, 30.0, 12.0
резистентный, @default_class, 0.00020659022266, 6.0, 3.0
дерево, @default_class, 0.00010329511133, 3.0, 1.0
психологический, @default_class, 6.88634099788e-05, 2.0, 1.0
безумный, @default_class, 0.00010329511133, 3.0, 1.0
состоятельный, @default_class, 6.88634099788e-05, 2.0, 1.0
носочек, @default_class, 0.000137726819958, 4.0, 2.0
концертный, @default_class, 0.000137726819958, 4.0, 2.0
фотостудия, @default_class, 0.000826360890642, 24.0, 11.0
божественный, @default_class, 6.88634099788e-05, 2.0, 1.0
просыпаться, @default_class, 6.88634099788e-05, 2.0, 1.0
учиться, @default_class, 6.88634099788e-05, 2.0, 1.0
машина, @default_class, 0.000275453639915, 8.0, 4.0
щас, @default_class, 6.88634099788e-05, 2.0, 1.0
экстракт, @default_class, 0.00750611163676, 218.0, 81.0
sunscreen, @default_class, 0.000413180445321, 12.0, 3.0
приводить, @default_class, 0.0004476121685, 13.0, 6.0
scrub, @default_class, 0.00020659022266, 6.0, 3.0
кухня, @default_class, 0.000137726819958, 4.0, 2.0
бизнес, @default_class, 0.00020659022266, 6.0, 3.0
интенсивно, @default_class, 0.000275453639915, 8.0, 4.0
цем, @default_class, 0.000137726819958, 4.0, 1.0
шуляк, @default_class, 6.88634099788e-05, 2.0, 1.0
красавица, @default_class, 0.000413180445321, 12.0, 6.0
федяев, @default_class, 0.00068863411434, 20.0, 10.0
мочь, @default_class, 0.000619770667981, 18.0, 9.0
живот, @default_class, 0.000619770667981, 18.0, 9.0
нежно, @default_class, 6.88634099788e-05, 2.0, 1.0
получать, @default_class, 0.000895224337, 26.0, 11.0
ifc, @default_class, 0.000413180445321, 12.0, 6.0
мириться, @default_class, 6.88634099788e-05, 2.0, 1.0
позвонить, @default_class, 0.000137726819958, 4.0, 2.0
завилять, @default_class, 6.88634099788e-05, 2.0, 1.0
придумывать, @default_class, 6.88634099788e-05, 2.0, 1.0
nothin, @default_class, 0.000137726819958, 4.0, 2.0
проявление, @default_class, 0.000275453639915, 8.0, 4.0
фаза, @default_class, 0.00020659022266, 6.0, 3.0
шея, @default_class, 0.00020659022266, 6.0, 3.0
оставаться, @default_class, 0.000137726819958, 4.0, 2.0
полезть, @default_class, 6.88634099788e-05, 2.0, 1.0
спасибо, @default_class, 0.000895224337, 26.0, 12.0
наш, @default_class, 0.00244465097785, 71.0, 31.0
iphone, @default_class, 6.88634099788e-05, 2.0, 1.0
способный, @default_class, 6.88634099788e-05, 2.0, 1.0
применение, @default_class, 0.00216919742525, 63.0, 28.0
кто, @default_class, 0.000860792642925, 25.0, 11.0
прополисный, @default_class, 0.00020659022266, 6.0, 3.0
личка, @default_class, 6.88634099788e-05, 2.0, 1.0
комбинация, @default_class, 0.000413180445321, 12.0, 6.0
праздник, @default_class, 0.000791929196566, 23.0, 10.0
think, @default_class, 6.88634099788e-05, 2.0, 1.0
город, @default_class, 0.000482043862576, 14.0, 6.0
победа, @default_class, 0.000137726819958, 4.0, 1.0
крест, @default_class, 6.88634099788e-05, 2.0, 1.0
елка, @default_class, 0.000172158528585, 5.0, 2.0
средство, @default_class, 0.00812588259578, 236.0, 94.0
обед, @default_class, 0.000137726819958, 4.0, 2.0
создавать, @default_class, 0.00144613161683, 42.0, 21.0
класс, @default_class, 0.00020659022266, 6.0, 3.0
твой, @default_class, 0.000860792642925, 25.0, 12.0
антибактериальный, @default_class, 0.00020659022266, 6.0, 3.0
успокаивать, @default_class, 0.00110181455966, 32.0, 16.0
близко, @default_class, 0.00010329511133, 3.0, 1.0
эротический, @default_class, 0.00010329511133, 3.0, 1.0
среда, @default_class, 6.88634099788e-05, 2.0, 1.0
папайя, @default_class, 0.000309885333991, 9.0, 3.0
мист, @default_class, 0.00020659022266, 6.0, 3.0
планироваться, @default_class, 6.88634099788e-05, 2.0, 1.0
красивый, @default_class, 0.00034431705717, 10.0, 5.0
избавлять, @default_class, 0.000275453639915, 8.0, 4.0
снег, @default_class, 0.000137726819958, 4.0, 2.0
модель, @default_class, 0.00275453645736, 80.0, 40.0
русский, @default_class, 6.88634099788e-05, 2.0, 1.0
индия, @default_class, 0.000172158528585, 5.0, 1.0
озеро, @default_class, 6.88634099788e-05, 2.0, 1.0
ребенок, @default_class, 0.00216919742525, 63.0, 21.0
специалист, @default_class, 0.000137726819958, 4.0, 2.0
март, @default_class, 0.000275453639915, 8.0, 4.0
мороз, @default_class, 0.000137726819958, 4.0, 2.0
гидроксипиноколон, @default_class, 0.00020659022266, 6.0, 3.0
терапия, @default_class, 0.000413180445321, 12.0, 6.0
судебный, @default_class, 6.88634099788e-05, 2.0, 1.0
компания, @default_class, 0.000172158528585, 5.0, 2.0
contour, @default_class, 0.000413180445321, 12.0, 3.0
реконструкция, @default_class, 6.88634099788e-05, 2.0, 1.0
phuket, @default_class, 6.88634099788e-05, 2.0, 1.0
фишка, @default_class, 6.88634099788e-05, 2.0, 1.0
митя, @default_class, 6.88634099788e-05, 2.0, 1.0
слышать, @default_class, 6.88634099788e-05, 2.0, 1.0
чувствовать, @default_class, 0.00020659022266, 6.0, 3.0
думать, @default_class, 0.0004476121685, 13.0, 5.0
каток, @default_class, 6.88634099788e-05, 2.0, 1.0
восстанавливающий, @default_class, 0.00020659022266, 6.0, 3.0
записываться, @default_class, 0.000137726819958, 4.0, 2.0
купероз, @default_class, 0.000619770667981, 18.0, 9.0
вкладывать, @default_class, 6.88634099788e-05, 2.0, 1.0
правда, @default_class, 6.88634099788e-05, 2.0, 1.0
петровский, @default_class, 0.000413180445321, 12.0, 6.0
пожелание, @default_class, 6.88634099788e-05, 2.0, 1.0
руб, @default_class, 0.000757497502491, 22.0, 5.0
проблема, @default_class, 0.00199703895487, 58.0, 17.0
ням, @default_class, 6.88634099788e-05, 2.0, 1.0
renova, @default_class, 0.00020659022266, 6.0, 3.0
жемчуг, @default_class, 0.000413180445321, 12.0, 3.0
лето, @default_class, 0.00120510964189, 35.0, 10.0
пломбир, @default_class, 6.88634099788e-05, 2.0, 1.0
телефон, @default_class, 0.00034431705717, 10.0, 5.0
профессиональный, @default_class, 0.00106738286559, 31.0, 14.0
рад, @default_class, 6.88634099788e-05, 2.0, 1.0
питание, @default_class, 0.000826360890642, 24.0, 12.0
вызывать, @default_class, 0.000413180445321, 12.0, 6.0
чтение, @default_class, 0.00020659022266, 6.0, 3.0
крутой, @default_class, 6.88634099788e-05, 2.0, 1.0
собачник, @default_class, 6.88634099788e-05, 2.0, 1.0
момент, @default_class, 0.000172158528585, 5.0, 2.0
война, @default_class, 0.000275453639915, 8.0, 3.0
руль, @default_class, 0.000137726819958, 4.0, 2.0
мыло, @default_class, 0.00034431705717, 10.0, 5.0
цветокоррекция, @default_class, 6.88634099788e-05, 2.0, 1.0
показывать, @default_class, 0.000172158528585, 5.0, 2.0
кавалер, @default_class, 0.000275453639915, 8.0, 2.0
аим, @default_class, 6.88634099788e-05, 2.0, 1.0
олимпийский, @default_class, 0.000137726819958, 4.0, 2.0
цвет, @default_class, 0.00068863411434, 20.0, 8.0
орел, @default_class, 0.000137726819958, 4.0, 1.0
съемка, @default_class, 0.000137726819958, 4.0, 2.0
свечение, @default_class, 0.00020659022266, 6.0, 3.0
подходить, @default_class, 0.00117067794781, 34.0, 17.0
hair, @default_class, 0.00020659022266, 6.0, 3.0
небо, @default_class, 6.88634099788e-05, 2.0, 1.0
век, @default_class, 0.000895224337, 26.0, 10.0
познакомиться, @default_class, 6.88634099788e-05, 2.0, 1.0
life, @default_class, 0.000275453639915, 8.0, 3.0
кафе, @default_class, 6.88634099788e-05, 2.0, 1.0
демакияж, @default_class, 0.000723065808415, 21.0, 3.0
so, @default_class, 0.00020659022266, 6.0, 2.0
step, @default_class, 0.00020659022266, 6.0, 3.0
морозов, @default_class, 6.88634099788e-05, 2.0, 1.0
уменьшение, @default_class, 0.000309885333991, 9.0, 3.0
экскурсия, @default_class, 6.88634099788e-05, 2.0, 1.0
свадьба, @default_class, 0.00055090727983, 16.0, 7.0
тень, @default_class, 0.00020659022266, 6.0, 3.0
горица, @default_class, 6.88634099788e-05, 2.0, 1.0
постоянно, @default_class, 0.00020659022266, 6.0, 3.0
регулироваться, @default_class, 6.88634099788e-05, 2.0, 1.0
видео, @default_class, 6.88634099788e-05, 2.0, 1.0
стирать, @default_class, 6.88634099788e-05, 2.0, 1.0
макушка, @default_class, 6.88634099788e-05, 2.0, 1.0
бабушка, @default_class, 0.000482043862576, 14.0, 4.0
восхищать, @default_class, 0.000413180445321, 12.0, 6.0
деревня, @default_class, 0.000137726819958, 4.0, 2.0
деликатно, @default_class, 0.00020659022266, 6.0, 3.0
приз, @default_class, 6.88634099788e-05, 2.0, 1.0
сочи, @default_class, 6.88634099788e-05, 2.0, 1.0
свадебный, @default_class, 0.00020659022266, 6.0, 3.0
бежевый, @default_class, 0.000413180445321, 12.0, 3.0
поймать, @default_class, 6.88634099788e-05, 2.0, 1.0
влага, @default_class, 0.000826360890642, 24.0, 12.0
вуз, @default_class, 6.88634099788e-05, 2.0, 1.0
основной, @default_class, 0.000413180445321, 12.0, 6.0
dj, @default_class, 0.00010329511133, 3.0, 1.0
почесть, @default_class, 6.88634099788e-05, 2.0, 1.0
профилактика, @default_class, 6.88634099788e-05, 2.0, 1.0
prize, @default_class, 6.88634099788e-05, 2.0, 1.0
производить, @default_class, 0.00034431705717, 10.0, 5.0
тонировать, @default_class, 0.000413180445321, 12.0, 6.0
эхинацея, @default_class, 0.000413180445321, 12.0, 6.0
апач, @default_class, 6.88634099788e-05, 2.0, 1.0
масса, @default_class, 0.000172158528585, 5.0, 1.0
бальный, @default_class, 0.00020659022266, 6.0, 2.0
ткань, @default_class, 0.000378748751245, 11.0, 4.0
вечеринка, @default_class, 6.88634099788e-05, 2.0, 1.0
оставлять, @default_class, 0.000791929196566, 23.0, 10.0
алмазный, @default_class, 0.00020659022266, 6.0, 3.0
слово, @default_class, 0.00034431705717, 10.0, 5.0
легко, @default_class, 0.000826360890642, 24.0, 12.0
катать, @default_class, 6.88634099788e-05, 2.0, 1.0
восстановительный, @default_class, 6.88634099788e-05, 2.0, 1.0
масло, @default_class, 0.00578452646732, 168.0, 48.0
la, @default_class, 0.000241021931288, 7.0, 2.0
ровный, @default_class, 0.000413180445321, 12.0, 6.0
комфорт, @default_class, 0.000137726819958, 4.0, 2.0
protection, @default_class, 0.00020659022266, 6.0, 3.0
playa, @default_class, 0.000137726819958, 4.0, 1.0
продукт, @default_class, 0.000516475585755, 15.0, 7.0
декоративный, @default_class, 0.00020659022266, 6.0, 3.0
изящество, @default_class, 0.000137726819958, 4.0, 2.0
алоэ, @default_class, 0.000413180445321, 12.0, 6.0
сочетание, @default_class, 0.00020659022266, 6.0, 3.0
vamos, @default_class, 0.000137726819958, 4.0, 1.0
яблоко, @default_class, 6.88634099788e-05, 2.0, 1.0
нежный, @default_class, 0.00151499500498, 44.0, 22.0
ресница, @default_class, 0.000619770667981, 18.0, 3.0
витамин, @default_class, 0.00409737275913, 119.0, 36.0
ох, @default_class, 0.00010329511133, 3.0, 1.0
адипоцит, @default_class, 0.00020659022266, 6.0, 3.0
поздравлять, @default_class, 0.000137726819958, 4.0, 2.0
поверхность, @default_class, 0.00020659022266, 6.0, 3.0
sca, @default_class, 0.00020659022266, 6.0, 3.0
with, @default_class, 6.88634099788e-05, 2.0, 1.0
мнение, @default_class, 6.88634099788e-05, 2.0, 1.0
мультик, @default_class, 0.000378748751245, 11.0, 2.0
внимание, @default_class, 0.00020659022266, 6.0, 3.0
закипать, @default_class, 6.88634099788e-05, 2.0, 1.0
мультфильм, @default_class, 6.88634099788e-05, 2.0, 1.0
хор, @default_class, 0.000137726819958, 4.0, 2.0
оказывать, @default_class, 0.00423509953544, 123.0, 57.0
тот, @default_class, 0.000585338973906, 17.0, 6.0
jalea, @default_class, 0.000413180445321, 12.0, 3.0
катюшенька, @default_class, 6.88634099788e-05, 2.0, 1.0
карбокситерапия, @default_class, 0.00020659022266, 6.0, 3.0
ever, @default_class, 0.000137726819958, 4.0, 2.0
корень, @default_class, 0.000757497502491, 22.0, 8.0
рекомендовать, @default_class, 6.88634099788e-05, 2.0, 1.0
кислород, @default_class, 0.000413180445321, 12.0, 6.0
процедура, @default_class, 0.00454498501495, 132.0, 42.0
нужно, @default_class, 0.00161829008721, 47.0, 16.0
косметолог, @default_class, 0.000241021931288, 7.0, 3.0
шаг, @default_class, 0.000413180445321, 12.0, 6.0
маска, @default_class, 0.00750611163676, 218.0, 62.0
кислота, @default_class, 0.00509589212015, 148.0, 63.0
выходной, @default_class, 0.00034431705717, 10.0, 4.0
ороговеть, @default_class, 0.000309885333991, 9.0, 3.0
воспаление, @default_class, 0.00020659022266, 6.0, 3.0
неинвазивный, @default_class, 0.00020659022266, 6.0, 3.0
мягкий, @default_class, 0.00020659022266, 6.0, 3.0
состояться, @default_class, 6.88634099788e-05, 2.0, 1.0
carboxy, @default_class, 0.000309885333991, 9.0, 3.0
сохраняться, @default_class, 0.00020659022266, 6.0, 3.0
яркий, @default_class, 0.000275453639915, 8.0, 4.0
ингредиент, @default_class, 0.00216919742525, 63.0, 27.0
поздно, @default_class, 0.00020659022266, 6.0, 2.0
фигура, @default_class, 6.88634099788e-05, 2.0, 1.0
дудник, @default_class, 0.00020659022266, 6.0, 3.0
vitro, @default_class, 6.88634099788e-05, 2.0, 1.0
тюмень, @default_class, 6.88634099788e-05, 2.0, 1.0
морщина, @default_class, 0.00729952147231, 212.0, 92.0
заживлять, @default_class, 0.00020659022266, 6.0, 3.0
pro, @default_class, 0.000309885333991, 9.0, 3.0
ii, @default_class, 0.00020659022266, 6.0, 3.0
кожа, @default_class, 0.110560201108, 3211.0, 850.0
литературный, @default_class, 6.88634099788e-05, 2.0, 1.0
миртовый, @default_class, 0.00020659022266, 6.0, 3.0
научный, @default_class, 0.00010329511133, 3.0, 1.0
клетка, @default_class, 0.00258237775415, 75.0, 32.0
широкий, @default_class, 0.000413180445321, 12.0, 6.0
невероятный, @default_class, 6.88634099788e-05, 2.0, 1.0
оптимизировать, @default_class, 0.00020659022266, 6.0, 3.0
лосьон, @default_class, 0.0013428365346, 39.0, 15.0
проект, @default_class, 0.00020659022266, 6.0, 2.0
грудь, @default_class, 6.88634099788e-05, 2.0, 1.0
образование, @default_class, 0.000413180445321, 12.0, 6.0
январь, @default_class, 0.000309885333991, 9.0, 3.0
skins, @default_class, 0.0004476121685, 13.0, 3.0
тип, @default_class, 0.00296112662181, 86.0, 34.0
борьба, @default_class, 0.00020659022266, 6.0, 3.0
ощущение, @default_class, 0.000413180445321, 12.0, 6.0
полипептид, @default_class, 0.000619770667981, 18.0, 9.0
воздействие, @default_class, 0.00120510964189, 35.0, 16.0
пластырь, @default_class, 0.00020659022266, 6.0, 3.0
массажист, @default_class, 6.88634099788e-05, 2.0, 1.0
позволять, @default_class, 0.00020659022266, 6.0, 3.0
evenswiss, @default_class, 0.0037186241243, 108.0, 48.0
арган, @default_class, 0.00103295117151, 30.0, 12.0
минерал, @default_class, 0.00020659022266, 6.0, 3.0
мгновенный, @default_class, 0.00103295117151, 30.0, 15.0
насыщать, @default_class, 0.000826360890642, 24.0, 10.0
рост, @default_class, 0.0019281754503, 56.0, 19.0
spf, @default_class, 0.00320214848034, 93.0, 33.0
light, @default_class, 0.00020659022266, 6.0, 3.0
следовать, @default_class, 0.00020659022266, 6.0, 3.0
совесть, @default_class, 6.88634099788e-05, 2.0, 1.0
лак, @default_class, 0.000619770667981, 18.0, 3.0
длительный, @default_class, 0.00020659022266, 6.0, 3.0
одежда, @default_class, 0.00055090727983, 16.0, 7.0
огурец, @default_class, 0.00020659022266, 6.0, 3.0
игра, @default_class, 0.000378748751245, 11.0, 4.0
time, @default_class, 0.000137726819958, 4.0, 1.0
молодость, @default_class, 0.000516475585755, 15.0, 6.0
гель, @default_class, 0.00247908267193, 72.0, 36.0
данные, @default_class, 6.88634099788e-05, 2.0, 1.0
макияж, @default_class, 0.00161829008721, 47.0, 17.0
несколько, @default_class, 0.00068863411434, 20.0, 10.0
появление, @default_class, 0.000585338973906, 17.0, 7.0
стимулировать, @default_class, 0.00130840472411, 38.0, 19.0
цель, @default_class, 0.000275453639915, 8.0, 4.0
matrix, @default_class, 0.000482043862576, 14.0, 7.0
мото, @default_class, 0.000137726819958, 4.0, 2.0
процесс, @default_class, 0.00258237775415, 75.0, 33.0
комплекс, @default_class, 0.00568123115227, 165.0, 69.0
февраль, @default_class, 6.88634099788e-05, 2.0, 1.0
again, @default_class, 0.000137726819958, 4.0, 1.0
браунинг, @default_class, 0.00020659022266, 6.0, 3.0
манера, @default_class, 6.88634099788e-05, 2.0, 1.0
трансформация, @default_class, 0.00020659022266, 6.0, 3.0
эластин, @default_class, 0.000929656031076, 27.0, 3.0
unforgettable, @default_class, 0.00020659022266, 6.0, 2.0
гильдия, @default_class, 6.88634099788e-05, 2.0, 1.0
липолиз, @default_class, 0.00020659022266, 6.0, 3.0
норма, @default_class, 0.000137726819958, 4.0, 2.0
эффект, @default_class, 0.00296112662181, 86.0, 34.0
unwindin, @default_class, 0.000137726819958, 4.0, 2.0
посмотреть, @default_class, 0.000137726819958, 4.0, 2.0
эластичность, @default_class, 0.000895224337, 26.0, 13.0
благодаря, @default_class, 0.00113624625374, 33.0, 15.0
флейта, @default_class, 6.88634099788e-05, 2.0, 1.0
пептидный, @default_class, 0.00020659022266, 6.0, 3.0
повышать, @default_class, 0.000723065808415, 21.0, 10.0
липоредуцировать, @default_class, 0.00020659022266, 6.0, 3.0
освежающий, @default_class, 0.00020659022266, 6.0, 3.0
галантный, @default_class, 0.000137726819958, 4.0, 2.0
эксфолиант, @default_class, 0.000413180445321, 12.0, 6.0
грин, @default_class, 6.88634099788e-05, 2.0, 1.0
заказ, @default_class, 0.0004476121685, 13.0, 4.0
облепиха, @default_class, 0.00154942669906, 45.0, 18.0
карить, @default_class, 0.00020659022266, 6.0, 3.0
увлажнение, @default_class, 0.000895224337, 26.0, 13.0
женщина, @default_class, 0.00117067794781, 34.0, 17.0
увядать, @default_class, 0.000413180445321, 12.0, 6.0
лифтинговый, @default_class, 0.00020659022266, 6.0, 3.0
смочь, @default_class, 0.000413180445321, 12.0, 6.0
чувствительный, @default_class, 0.00185931206215, 54.0, 27.0
плюс, @default_class, 0.000137726819958, 4.0, 2.0
счет, @default_class, 0.00020659022266, 6.0, 3.0
at, @default_class, 6.88634099788e-05, 2.0, 1.0
прополис, @default_class, 0.00020659022266, 6.0, 3.0
тюбик, @default_class, 0.00020659022266, 6.0, 3.0
сыворотка, @default_class, 0.0070240679197, 204.0, 51.0
полгода, @default_class, 6.88634099788e-05, 2.0, 1.0
действие, @default_class, 0.0129807526246, 377.0, 167.0
овал, @default_class, 6.88634099788e-05, 2.0, 1.0
тон, @default_class, 0.00196260726079, 57.0, 27.0
покраснение, @default_class, 0.000826360890642, 24.0, 12.0
спать, @default_class, 0.00103295117151, 30.0, 6.0
сайт, @default_class, 0.000413180445321, 12.0, 6.0
мешать, @default_class, 0.00010329511133, 3.0, 1.0
to, @default_class, 0.000482043862576, 14.0, 4.0
крем, @default_class, 0.0132217742503, 384.0, 141.0
кожный, @default_class, 0.00265124137513, 77.0, 22.0
разглаживать, @default_class, 0.00213476573117, 62.0, 28.0
проблемный, @default_class, 0.00130840472411, 38.0, 19.0
зеленый, @default_class, 0.00103295117151, 30.0, 13.0
система, @default_class, 0.00110181455966, 32.0, 13.0
родитель, @default_class, 0.00010329511133, 3.0, 1.0
tahun, @default_class, 6.88634099788e-05, 2.0, 1.0
волос, @default_class, 0.00657645566389, 191.0, 29.0
шоколадный, @default_class, 0.000172158528585, 5.0, 2.0
рекомендоваться, @default_class, 0.00020659022266, 6.0, 3.0
очищение, @default_class, 0.00182488036808, 53.0, 25.0
system, @default_class, 0.000826360890642, 24.0, 12.0
активизировать, @default_class, 0.00020659022266, 6.0, 3.0
мироедова, @default_class, 6.88634099788e-05, 2.0, 1.0
зарплата, @default_class, 6.88634099788e-05, 2.0, 1.0
содержать, @default_class, 0.00247908267193, 72.0, 33.0
чурикова, @default_class, 0.000275453639915, 8.0, 4.0
вещество, @default_class, 0.00154942669906, 45.0, 16.0
нос, @default_class, 6.88634099788e-05, 2.0, 1.0
защита, @default_class, 0.0051647555083, 150.0, 60.0
солнцезащитный, @default_class, 0.00330544356257, 96.0, 45.0
конхиолит, @default_class, 0.00020659022266, 6.0, 3.0
воскресать, @default_class, 0.00010329511133, 3.0, 1.0
крысолов, @default_class, 0.00010329511133, 3.0, 1.0
жидкий, @default_class, 0.00020659022266, 6.0, 3.0
солнечный, @default_class, 0.00165272178128, 48.0, 18.0
желток, @default_class, 6.88634099788e-05, 2.0, 1.0
софия, @default_class, 6.88634099788e-05, 2.0, 1.0
color, @default_class, 0.00020659022266, 6.0, 3.0
салфетка, @default_class, 0.000309885333991, 9.0, 3.0
greens, @default_class, 0.000413180445321, 12.0, 6.0
шелк, @default_class, 0.00020659022266, 6.0, 3.0
набор, @default_class, 0.000619770667981, 18.0, 9.0
выраженный, @default_class, 0.00020659022266, 6.0, 3.0
jumisfoto, @default_class, 0.000137726819958, 4.0, 2.0
пудра, @default_class, 0.000929656031076, 27.0, 11.0
трое, @default_class, 6.88634099788e-05, 2.0, 1.0
обеспечивать, @default_class, 0.00268567306921, 78.0, 39.0
гиперкератоз, @default_class, 0.00020659022266, 6.0, 3.0
ряд, @default_class, 0.00020659022266, 6.0, 3.0
стерлитамак, @default_class, 6.88634099788e-05, 2.0, 1.0
caviar, @default_class, 0.000309885333991, 9.0, 3.0
придавать, @default_class, 0.00123954133596, 36.0, 18.0
сиять, @default_class, 0.00020659022266, 6.0, 3.0
икра, @default_class, 0.000482043862576, 14.0, 7.0
уходить, @default_class, 6.88634099788e-05, 2.0, 1.0
мед, @default_class, 0.000309885333991, 9.0, 3.0
массажный, @default_class, 0.000723065808415, 21.0, 10.0
салициловый, @default_class, 0.00020659022266, 6.0, 3.0
окно, @default_class, 0.00020659022266, 6.0, 3.0
происходить, @default_class, 0.000275453639915, 8.0, 4.0
антиоксидантный, @default_class, 0.00275453645736, 80.0, 37.0
densilift, @default_class, 0.000619770667981, 18.0, 6.0
пенка, @default_class, 0.00144613161683, 42.0, 15.0
утро, @default_class, 0.000275453639915, 8.0, 4.0
девочка, @default_class, 0.000275453639915, 8.0, 4.0
дневной, @default_class, 0.000619770667981, 18.0, 9.0
повертывать, @default_class, 6.88634099788e-05, 2.0, 1.0
повышение, @default_class, 0.00010329511133, 3.0, 1.0
уход, @default_class, 0.00602554809302, 175.0, 77.0
проведение, @default_class, 0.00055090727983, 16.0, 6.0
курс, @default_class, 0.00130840472411, 38.0, 13.0
pure, @default_class, 0.000413180445321, 12.0, 6.0
глобальный, @default_class, 0.000413180445321, 12.0, 6.0
вера, @default_class, 0.000413180445321, 12.0, 6.0
фильтр, @default_class, 0.00103295117151, 30.0, 12.0
ана, @default_class, 0.00020659022266, 6.0, 3.0
липосомальный, @default_class, 0.00020659022266, 6.0, 3.0
мл, @default_class, 0.00320214848034, 93.0, 28.0
аппарат, @default_class, 0.00020659022266, 6.0, 3.0
добавка, @default_class, 0.000826360890642, 24.0, 12.0
правильный, @default_class, 0.000413180445321, 12.0, 6.0
паспорт, @default_class, 6.88634099788e-05, 2.0, 1.0
эмульсия, @default_class, 0.00258237775415, 75.0, 27.0
смягчать, @default_class, 0.00103295117151, 30.0, 15.0
быстро, @default_class, 0.000413180445321, 12.0, 6.0
поддерживать, @default_class, 0.00020659022266, 6.0, 3.0
повышенный, @default_class, 0.00020659022266, 6.0, 3.0
состояние, @default_class, 0.00175601697993, 51.0, 23.0
кофе, @default_class, 6.88634099788e-05, 2.0, 1.0
себорегулирующий, @default_class, 0.00123954133596, 36.0, 18.0
сиверский, @default_class, 0.00020659022266, 6.0, 2.0
встреча, @default_class, 0.00020659022266, 6.0, 3.0
занятость, @default_class, 6.88634099788e-05, 2.0, 1.0
препятствовать, @default_class, 0.000826360890642, 24.0, 12.0
les, @default_class, 0.000137726819958, 4.0, 1.0
мыльный, @default_class, 0.00020659022266, 6.0, 3.0
неровность, @default_class, 0.00020659022266, 6.0, 3.0
rejuvemax, @default_class, 0.00020659022266, 6.0, 3.0
писать, @default_class, 0.000275453639915, 8.0, 4.0
жасмин, @default_class, 6.88634099788e-05, 2.0, 1.0
neoretin, @default_class, 0.000516475585755, 15.0, 6.0
беременность, @default_class, 6.88634099788e-05, 2.0, 1.0
wo, @default_class, 0.000275453639915, 8.0, 2.0
удобный, @default_class, 0.00020659022266, 6.0, 3.0
впитываться, @default_class, 0.000413180445321, 12.0, 6.0
ботолифт, @default_class, 0.00020659022266, 6.0, 3.0
объем, @default_class, 0.00168715347536, 49.0, 16.0
энергетический, @default_class, 0.00020659022266, 6.0, 3.0
новогодний, @default_class, 0.00020659022266, 6.0, 3.0
стресс, @default_class, 0.00020659022266, 6.0, 3.0
redox, @default_class, 0.00020659022266, 6.0, 3.0
pentavitine, @default_class, 0.00020659022266, 6.0, 3.0
включать, @default_class, 0.000378748751245, 11.0, 4.0
modeling, @default_class, 0.000413180445321, 12.0, 6.0
редуцировать, @default_class, 0.00020659022266, 6.0, 3.0
враг, @default_class, 6.88634099788e-05, 2.0, 1.0
body, @default_class, 0.000413180445321, 12.0, 6.0
fluid, @default_class, 0.00020659022266, 6.0, 3.0
закупка, @default_class, 0.000137726819958, 4.0, 1.0
gel, @default_class, 0.00020659022266, 6.0, 3.0
антисептик, @default_class, 0.00020659022266, 6.0, 3.0
проникать, @default_class, 0.00020659022266, 6.0, 3.0
фермерский, @default_class, 0.00010329511133, 3.0, 1.0
анна, @default_class, 0.00020659022266, 6.0, 3.0
июль, @default_class, 0.00151499500498, 44.0, 3.0
дерма, @default_class, 0.00020659022266, 6.0, 3.0
годность, @default_class, 0.00020659022266, 6.0, 3.0
нанесение, @default_class, 0.000137726819958, 4.0, 2.0
elastense, @default_class, 0.000413180445321, 12.0, 6.0
восстановление, @default_class, 0.000482043862576, 14.0, 7.0
биопептид, @default_class, 0.000619770667981, 18.0, 3.0
формула, @default_class, 0.00113624625374, 33.0, 15.0
испанский, @default_class, 6.88634099788e-05, 2.0, 1.0
кинотеатр, @default_class, 0.000137726819958, 4.0, 2.0
производная, @default_class, 0.00020659022266, 6.0, 3.0
естественный, @default_class, 0.000619770667981, 18.0, 9.0
плохой, @default_class, 6.88634099788e-05, 2.0, 1.0
токсин, @default_class, 0.000413180445321, 12.0, 6.0
бедро, @default_class, 0.000413180445321, 12.0, 6.0
выведение, @default_class, 0.000413180445321, 12.0, 6.0
горение, @default_class, 6.88634099788e-05, 2.0, 1.0
водоросль, @default_class, 0.000895224337, 26.0, 10.0
коррекция, @default_class, 0.000619770667981, 18.0, 9.0
ярко, @default_class, 6.88634099788e-05, 2.0, 1.0
нормальный, @default_class, 0.00144613161683, 42.0, 21.0
тя, @default_class, 6.88634099788e-05, 2.0, 1.0
жирный, @default_class, 0.00523361889645, 152.0, 61.0
еще, @default_class, 0.00020659022266, 6.0, 3.0
dry, @default_class, 0.00020659022266, 6.0, 3.0
деликатный, @default_class, 0.000275453639915, 8.0, 4.0
минус, @default_class, 0.000137726819958, 4.0, 2.0
свеча, @default_class, 0.000413180445321, 12.0, 4.0
лапа, @default_class, 6.88634099788e-05, 2.0, 1.0
tortkamei, @default_class, 0.000137726819958, 4.0, 2.0
температура, @default_class, 0.00020659022266, 6.0, 3.0
